0	0	2	4	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	
0.1/1	0.5481868449226255	0.3337042576211884	0.2866250040995027	0.20061299323854884	0.17782743566860976	0.16772487436624636	0.1610453927800051	0.15545135632261736	0.1510325632819568	0.14747502959060246	0.1447516652372536	0.14229254990805815	0.14016655592281746	0.13866730723144535	0.1371558872211757	0.13609416062941335	0.13501075941678692	0.1341241852065333	0.13339378421059583	0.13274633762157662	0.13211751459538207	0.13162305426331433	0.13105558526083969	0.13067360925235857	0.13018171131538872	0.1298485273811404	0.12963726240850523	0.129308361956528	0.1288659929470947	0.12859556672111513	0.12831808020540883	0.12824607017372217	0.1279661675414825	0.12791618101241076	0.12768268790124387	0.12742278022819642	0.1272172257234249	0.12727969372064576	0.12702264495232862	0.12680281518194988	0.12665704162043204	0.1265644747155722	0.1264364846208947	0.12615361050189794	0.12600846608097907	0.12602586767644805	0.12601501143843424	0.12585830415302607	0.12552865127196827	0.12568545555500762	0.12544442762484628	
0.1/2	0.6349512189039861	0.33283723004074955	0.2555090767191875	0.18746972913826657	0.16892482939357673	0.1580307460315051	0.14864991400161343	0.13898972864839834	0.12414661667229379	0.104273993921266	0.08421939440710477	0.06831652797698257	0.05657786573364023	0.0496212182391672	0.04306281413754399	0.039688471936553	0.03633167479233201	0.033867000567653426	0.031700648725363836	0.029725591209079773	0.029061946575875807	0.027663021188391604	0.026250743344482602	0.02551762865037212	0.02473899800955299	0.02394828948148243	0.023622081475216068	0.02326048074129931	0.022593238448198008	0.022146178503501347	0.022232691445577706	0.02187408464015729	0.02140094730348895	0.021604324691822257	0.02116043308435505	0.021379482459234874	0.02112054296067992	0.02060490619069814	0.02041934347544594	0.020843681035773675	0.020074103327500707	0.02024184880006264	0.02034078060741186	0.019991602223713704	0.020268825173448354	0.019964146091254225	0.019643947240177612	0.01952374750753901	0.019834166729315303	0.0196336354935176	0.019546119287331677	
0.1/3	0.712932026349584	0.3313718098683149	0.23988995668585142	0.1796473762547748	0.1613559028160173	0.14940830287110712	0.13737842157037303	0.12013682767204564	0.09788263684991949	0.07854626626649824	0.06392229307062168	0.05358190999357596	0.045679934644070205	0.040063433865635885	0.03693411024405067	0.0338679609645587	0.0319386099142982	0.02990622867029345	0.028063799534368918	0.027314967928036844	0.02642142449432966	0.02476055328087155	0.024464920332653673	0.023747801140349137	0.02328163268403119	0.023571733016284825	0.02246482895339596	0.022257150702177937	0.022096329364064537	0.021531040683794887	0.021651955473665968	0.02107677483272454	0.020906860497326565	0.02100964456346394	0.020545831809955842	0.020570179400620225	0.020145580254678705	0.020090295667419954	0.020329975767425842	0.020006543090167996	0.02001151513125827	0.020046370531865008	0.0199001741286869	0.019661712165644375	0.01955501520641256	0.019708861937384206	0.019220278701030137	0.019672597299261213	0.01918626958925474	0.019501729293469265	0.019185686339124472	
0.1/4	0.7814463787752907	0.3314116330639097	0.22935272248823357	0.17428038364331802	0.15714996049004962	0.14456494520894458	0.13109458358251005	0.11223069059574184	0.09047172575631715	0.07229580276405062	0.05948560737253427	0.050278235665939044	0.04377900105846359	0.03952258499882156	0.03567362040520756	0.03270482593952536	0.030592279274499205	0.028671664722053136	0.027467698651410615	0.02638990955713119	0.025573982370246325	0.02499749786182032	0.023877572449450667	0.02362153297594745	0.023228998689287343	0.022318049804133395	0.022032936836305517	0.021821644189667942	0.02154233226282368	0.021221074069899773	0.021124107014932378	0.020943738873150042	0.020980440262034366	0.020554178590906497	0.020631856313128617	0.020492900157750366	0.020084391145089833	0.0202051245630485	0.01980347109154519	0.020204055497531286	0.01969902995949275	0.01986017371442323	0.019627407629841304	0.019622733105098496	0.019685317751931556	0.019427606545635922	0.019239926722317575	0.019108224807033367	0.01948954229960583	0.01923423735371934	0.019081552301980866	
0.1/10	0.9707231467464269	0.3402056150939367	0.21340768816145844	0.16608396933275	0.14935935045654616	0.1367421643139883	0.12273412965377117	0.10523689176763765	0.08662110207125669	0.06999732133299919	0.05838514112179368	0.049583062277401155	0.0430639444903498	0.038512997673829194	0.03529907156589872	0.03243455916493715	0.029833887408285284	0.028344550986538597	0.027061658794990215	0.025858982083410864	0.024716459106235402	0.02415285962242583	0.02383374372839339	0.02316860526649169	0.02235726123694887	0.022074818431058466	0.021655286650668158	0.0212530426959204	0.021076174639298995	0.0207594978313558	0.020759183112204538	0.020837684822930923	0.020515573919274176	0.019973527496185927	0.02012963876397711	0.020289510497796117	0.02001281125301423	0.020010371145252327	0.019906641832547565	0.019693008092344453	0.019624238872333635	0.01977502707744502	0.019690272003604684	0.01931654903559584	0.019203728391392973	0.019249655395262952	0.019300839121115475	0.019210153970534827	0.01910200514222277	0.01907372702198707	0.019088650473240088	
0.9/1	0.5463370913766713	0.2679053791481736	0.17365614361317364	0.16155641566249287	0.15592873500043272	0.15283563926221358	0.1527675940648021	0.1512775204430938	0.1514234373381441	0.15202447591151313	0.15159940395317076	0.14784593266140159	0.14921870518324087	0.1490601404446059	0.14956272737052503	0.14902447949735656	0.14838745999421804	0.1483064797401438	0.14658944810103366	0.1491128669294384	0.14872994553205116	0.14860677926885524	0.14892476729977205	0.1468204784041091	0.1474496926746861	0.14705253073141314	0.14790298545424832	0.14610177800274393	0.14571261477368294	0.14674086754839255	0.1455213024669343	0.14573764607417194	0.14616176692020708	0.14802973420928994	0.14588567154790036	0.1464878593061969	0.14688244269652423	0.14526175936311855	0.14627143931270323	0.14542790160693195	0.14701637402188794	0.14647321803414692	0.1447142397682274	0.1458757432216378	0.14518877878091135	0.14523209831460102	0.14631306039190395	0.14618957427872797	0.14563441613059222	0.14511760195109924	0.14419423548037114	
0.9/2	0.6343806238285339	0.23324373623342595	0.15856287059925045	0.1337485406256549	0.09910758261593096	0.07298893366708023	0.05800948814581393	0.04476936058583309	0.041094275168301615	0.04007669177378793	0.03487293187829968	0.03129984802137456	0.031114962131313362	0.02991982997828343	0.02936473289297398	0.02786447484458219	0.027419991664861296	0.02631331786128786	0.026561901293674514	0.026746888664544728	0.0261941280342068	0.0260087648615725	0.025875689088961956	0.025615044812105355	0.02606254125533519	0.02600931136205901	0.025453950038325863	0.025333674364169223	0.025064095489720932	0.025186104806915657	0.024769612124524706	0.024971176789383317	0.0254471295747574	0.025282590966152506	0.024457736932593486	0.024849135764248863	0.02534131189939976	0.02484906879306917	0.02423435893429882	0.02552525413233964	0.02466728125048947	0.025086486604412855	0.024610721385592386	0.024594530728877427	0.024803175194798	0.024141236752675106	0.024576321833349714	0.024158670563172717	0.024038096095265752	0.02396353935071158	0.02408841522970916	
0.9/3	0.7112606140732322	0.23062824346528973	0.14574949447574062	0.08972271612087722	0.05992364405154631	0.05000189371921571	0.04214123238726975	0.03659569101548665	0.03362258552503282	0.032124150144095726	0.030393027430226094	0.028714832821067286	0.027124367757867227	0.02747867314674739	0.02662503217064863	0.025984140634268363	0.0259968373874963	0.025607986254544503	0.025183970921004873	0.024484025399537358	0.02471801297281998	0.025085062074597975	0.025389990100120875	0.024745902282889868	0.024235691878218512	0.02421533456853735	0.024664536595178286	0.02413545708710936	0.023796440434407463	0.024362405513750938	0.024218327751382728	0.024165823034371453	0.02385590296052522	0.023988714147698022	0.024198364923050712	0.023690409126343036	0.023986916218805054	0.024052596576330423	0.024047218700974142	0.02381065678738798	0.023520412784245107	0.023933417214299	0.023858339141679848	0.023839300471800374	0.023251833796699033	0.023642852812680103	0.023216158081939716	0.023146147669185595	0.0233191660688867	0.023120701633982468	0.023145048250708903	
0.9/4	0.785983724089202	0.2547884053274966	0.14119487497088248	0.07553091222692085	0.05569154143048102	0.04452554763063707	0.03686997784315695	0.0328304036773998	0.03104966800858192	0.028669437205054316	0.029232013186766624	0.02750563581539249	0.026812592369258485	0.025427467126896728	0.025583770678239318	0.02579746429688958	0.02504300318713839	0.02518378975048657	0.025373252704279207	0.02419906464637661	0.0244827526950309	0.02523709950555033	0.02462938917874624	0.024617845513444557	0.02435175067571427	0.024547381476775064	0.0233868560020503	0.0237880910972147	0.023825915717238334	0.023239909009583826	0.02433983412123088	0.023375894691091234	0.023033482672267944	0.023211468079776816	0.023531152651205763	0.023023077943906362	0.023302989888293067	0.022865138607451686	0.02348371804431455	0.022820606058225147	0.02343550466101365	0.023269035844984104	0.023017845890695558	0.022509415324492462	0.022822643603379482	0.022503331790783232	0.02275468215111823	0.022764889627193887	0.02310256166811617	0.02279822135027562	0.0220678262115366	
0.9/10	0.9706160241239687	0.4832674273525184	0.3301290686895613	0.20688884515834954	0.13429164488816311	0.08161106163191786	0.06217639472500866	0.04933344526602456	0.04214117962652768	0.04407912602263782	0.03506702170292306	0.03538827498696168	0.033242452831836806	0.03204326462537318	0.030898190132938583	0.029149124466691975	0.03055806528610089	0.027605858773697433	0.028821666069692747	0.026986243536996787	0.026732270657629956	0.026163018223481736	0.025739741740459874	0.025331973909878066	0.024995406134792734	0.025584394488465955	0.025391205750153134	0.024501897440071987	0.024688539231985877	0.023893264910563344	0.024336214212158667	0.023590447387324912	0.02278970746533771	0.023697719910933692	0.023829066588549774	0.02347926563362772	0.023517304614945417	0.02292305547251952	0.023481119269563627	0.02330581968089752	0.022908712824818902	0.022222912332342613	0.02332685566020304	0.02301886839939181	0.023114591234541997	0.02291580034670302	0.02339473686923536	0.023198320665983447	0.02274799496865777	0.022178847168960656	0.021957017061443342	
