0	0	500	1000	1500	2000	2500	3000	3500	4000	4500	5000	5500	6000	6500	7000	7500	8000	
0.0	0.14917451416979477	0.1235667886567546	0.1209036196845649	0.11467631735584832	0.10196097642362928	0.08826658950046469	0.07109860724106229	0.04520944893141614	0.02445418083968884	0.013340371265810322	0.008373164752549588	0.005785117383293539	0.0043195208229111805	0.0034016858114994325	0.0027825137458332566	0.0023394271286224346	0.0020015350215285142	
0.1	0.14927093265577965	0.12347585663901992	0.11993251460879878	0.10944566292578806	0.09391732529075449	0.0806959488388012	0.05458138348822679	0.029073940242428507	0.014344973297958216	0.008618931509049056	0.005850545498269598	0.00429318501941695	0.0033418292702669617	0.002703465384699181	0.00225002803750775	0.0019182505380397022	0.0016663098841933545	
0.2	0.14287771815071565	0.12339499124148884	0.1181207325198565	0.10324034599908893	0.08630282486007369	0.06312791467870899	0.029632341531466478	0.01477429211657205	0.008605254647679883	0.005573930005017096	0.004071909939153854	0.0031114120963948756	0.0024923236077808862	0.002067728265603374	0.0017585555923222158	0.0015125828244830887	0.0013429135903377566	
0.3	0.14833316489544196	0.12232269798557763	0.1126747654727239	0.09376654917696729	0.07207680090998655	0.03385429897490017	0.013727826884385081	0.007336566021547955	0.0047208537737256735	0.003405307536329873	0.0026213735103351073	0.00208075050640683	0.001715794887401105	0.001454595569402752	0.001268393756329849	0.00111483251754479	9.92701454340487E-4	
0.4	0.14734138568913008	0.12257914774319542	0.11126221121438216	0.08810615027550228	0.0604179341467339	0.021545416857598858	0.009163349446687457	0.005162690699350843	0.003420554535452644	0.0025411973211158663	0.001959354769578199	0.0015863961967420102	0.0013254644434965573	0.0011411194891458713	9.925038460040607E-4	8.766920686046763E-4	7.840799561247762E-4	
0.5	0.1385560278069487	0.12126286056783	0.10049382553510904	0.07152663583346097	0.024118438409411337	0.008712827763421997	0.004654706135983651	0.002960793911636633	0.002118112930940215	0.001623990529228853	0.0013280560465043193	0.0011051605311754153	9.452610302249443E-4	8.164947394572239E-4	7.201422282770236E-4	6.451237789633816E-4	5.837166672781006E-4	
0.6	0.13942520781778797	0.11892771015871018	0.08883199988703397	0.03221568220080914	0.007934651842671687	0.0038237256923134384	0.0024081510748866775	0.0017130617678987156	0.001307591504655955	0.001047867843941608	8.734141134037664E-4	7.446572298959858E-4	6.462944256882038E-4	5.706536788487979E-4	5.103676727407865E-4	4.612733843307006E-4	4.205619850253227E-4	
0.7	0.1413767617079053	0.11000115358206042	0.0507376078858002	0.008106714920506018	0.0031563681416762546	0.001853479048900777	0.0012836991499486487	9.687768841653084E-4	7.712419326435486E-4	6.387658964292294E-4	5.438306489307569E-4	4.725433758533559E-4	4.171755975794344E-4	3.7301198383984523E-4	3.3700555858922026E-4	3.065850036839101E-4	2.813195527121069E-4	
0.8	0.14571949646677634	0.0865940329304526	0.00814185315907114	0.0023495364426824	0.0013034150575775357	8.736083658346465E-4	6.38756279620697E-4	5.079432050233128E-4	4.200014365974298E-4	3.555741037234222E-4	3.0784719557538063E-4	2.71731156759917E-4	2.4257910146622595E-4	2.18912202491037E-4	1.9932425785111212E-4	1.82555742475161E-4	1.6832724802997353E-4	
0.9	0.1389318565300322	0.00852768199813011	0.0013252721159268631	6.636641704088173E-4	4.345353522695346E-4	3.161936128581541E-4	2.4812750601743293E-4	2.027034894781151E-4	1.720598852732537E-4	1.4929842382807427E-4	1.317583515244903E-4	1.1742461610946619E-4	1.0592778332111026E-4	9.663631452197947E-5	8.865139455067619E-5	8.185882571750346E-5	7.601203741192786E-5	
1.0	0.1399813829255622	0.08498636008310154	0.08341038074374826	0.08641725925663638	0.0942043415622204	0.09041648397756318	0.09928724330580592	0.09411075719212868	0.09725517471406304	0.10830500796633316	0.08684808362620366	0.09777287256277051	0.11683781000225386	0.12307906630988193	0.12492730486173323	0.125	0.125	
